"kendaraan","5","Bahasa Batak Toba","Sumatera Utara"
"kendati","5","Bahasa Batak Toba","Sumatera Utara"
"kental","5","Bahasa Batak Toba","Sumatera Utara"
"kentut","5","Bahasa Batak Toba","Sumatera Utara"
"kepadanya","5","Bahasa Batak Toba","Sumatera Utara"
"kepal","5","Bahasa Batak Toba","Sumatera Utara"
"kepala","5","Bahasa Batak Toba","Sumatera Utara"
"kepiting","5","Bahasa Batak Toba","Sumatera Utara"
"kera/monyet","5","Bahasa Batak Toba","Sumatera Utara"
"kerudung","5","Bahasa Batak Toba","Sumatera Utara"
"kerusakan","5","Bahasa Batak Toba","Sumatera Utara"
"kerusakannya","5","Bahasa Batak Toba","Sumatera Utara"
"kesadaran","5","Bahasa Batak Toba","Sumatera Utara"
"kesal","5","Bahasa Batak Toba","Sumatera Utara"
"kesalahan","5","Bahasa Batak Toba","Sumatera Utara"
"kesejahteraan","5","Bahasa Batak Toba","Sumatera Utara"
"keselamatan","5","Bahasa Batak Toba","Sumatera Utara"
"Ketumbar","5","Bahasa Batak Toba","Sumatera Utara"
"kewajiban","5","Bahasa Batak Toba","Sumatera Utara"
"kewalahan","5","Bahasa Batak Toba","Sumatera Utara"
"keyakinan","5","Bahasa Batak Toba","Sumatera Utara"
"kiamat","5","Bahasa Batak Toba","Sumatera Utara"
"kidal","5","Bahasa Batak Toba","Sumatera Utara"
"kilometer","5","Bahasa Batak Toba","Sumatera Utara"
"kiosnya","5","Bahasa Batak Toba","Sumatera Utara"
"kira","5","Bahasa Batak Toba","Sumatera Utara"
"kiranya","5","Bahasa Batak Toba","Sumatera Utara"
"kiri","5","Bahasa Batak Toba","Sumatera Utara"
"kirim","5","Bahasa Batak Toba","Sumatera Utara"
"kita","5","Bahasa Batak Toba","Sumatera Utara"
"kodok","5","Bahasa Batak Toba","Sumatera Utara"
"kok","5","Bahasa Batak Toba","Sumatera Utara"
"kolom","5","Bahasa Batak Toba","Sumatera Utara"
"koma","5","Bahasa Batak Toba","Sumatera Utara"
